Date,Mkt-RF,SMB,HML,RMW,CMA,LT_Rev,ST_Rev,Mom,CF/P,D/P,E/P,VAR,NI,BETA,AC
2013-01-01,1.4233377029363052,0.2665664216579668,0.5008585323287434,-1.1759561605409348,1.132618532121759,1.9002210890625855,-0.7792796162253424,-0.7401743024360821,0.27080732479451947,-0.06889566115243602,0.3141069221122972,0.6020047345467106,1.0536581373092622,0.4269216307862106,2.7360911154545526
2013-02-01,0.09805444654020938,-0.10889187859902638,0.0934804726350307,-0.49325192938544404,0.43097783200348,0.11525489688721359,-0.6194714479586239,0.3244752077312485,-0.14319742654138445,0.9404224528570205,0.05673812187130882,-0.6482491843185746,-0.5763447558863534,-0.5892622180040928,0.6947933339553171
2013-03-01,0.9464834471302335,0.35538451419187916,-0.0482162437801737,0.00018776243981175175,1.0500725674019615,0.8958668527967774,-1.0679653395458661,0.5347351423410974,0.006442845025809705,0.1750627455512715,-0.12108032193155586,-0.057300242068316416,-0.3033393452033439,-0.028193884430299687,0.3057209108497187
2013-04-01,0.17856230791006567,-0.8840315952586252,0.35916181591353896,0.020466105939479794,0.44473549279011293,0.07547849149054793,-0.6916428787887547,-0.02929547589802129,0.3655794967870758,0.8495359876144629,0.9037154463007434,-0.2491381449629898,-0.28326541794724025,-0.1172905725943784,-0.8295178031433286
2013-05-01,0.5656193337266824,0.8761815113225471,1.2314822263446412,-1.1624372648744894,-0.44263362794771066,1.6913949607300904,0.7981816576332339,-0.7134746281999109,0.9142604925334544,-2.9772625489142825,1.4933239704891894,1.373766412858615,1.2744713371264023,1.7031714882716629,1.0092491279721705
2013-06-01,-0.6729631488864912,0.6056900476965412,0.0004920024875528085,-0.27694959872231817,0.05952099076439104,-0.2178724983098614,0.1950346999814253,0.08417813960570672,-0.0633892817055476,0.7538660242012443,-0.32229592939269225,-0.19842237753106468,0.5477951704554505,-0.48090138104778085,-0.1046705491383782
2013-07-01,1.4481093525885687,0.767177488667291,0.328165659197713,-1.0340077560432586,0.506644966329961,0.9356432581934431,0.9373694170913436,0.4679859567506692,-0.023485209287629132,-0.7959873830928975,0.23923599840582785,0.864403705172758,2.58329139422436,0.7616362160512632,2.1977854341714647
2013-08-01,-1.1405280360729644,0.03240963225037964,-1.150793818385983,0.3651979454338365,-1.3850333918320659,-0.45155888001527217,-0.4132673598725355,-0.09604466148844955,-0.4823820420936913,-0.4994104965119199,-0.4579994786106679,0.6549255353452412,0.1543461962358191,0.47989803996485203,0.8813349066771793
2013-09-01,0.865975585760377,1.1224498588029406,-0.44673825869793604,-0.5473275120512254,-0.7796963172202173,0.18486360633137852,-0.35656123564886116,0.878493448131803,-0.6819024041832836,-0.8294718702875241,-1.2628619084552135,1.464172780889438,1.6518611695411507,0.8170206438289338,1.1531526269290358
2013-10-01,0.9929302902282273,-0.5691310853656633,0.584990957700271,1.7711630947441543,0.7198887085227713,0.29922077184679235,-0.1606673519670772,-0.059332609413714,0.4553636597273923,0.24203171994052455,0.1222501801144695,-0.579893149953806,-1.0661485809352822,-0.1534108515798157,-0.12598958602087676
