Date,Adj Close
2013-01-01,0.30380711810461053
2013-02-01,0.1458937703074391
2013-03-01,0.4454767085542807
2013-04-01,0.2053131723107452
2013-05-01,0.23539322730203863
2013-06-01,-0.19042290250552868
2013-07-01,0.5529994304113862
2013-08-01,-0.3642347066164677
2013-09-01,0.3693764512169522
2013-10-01,0.47803272697539906
2013-11-01,0.3485574511427646
2013-12-01,0.2794736937846383
2014-01-01,-0.43477689331223685
2014-02-01,0.5598826588533418
2014-03-01,0.08289898112332802
2014-04-01,0.07417972038701356
2014-05-01,0.24974635216029473
2014-06-01,0.2265479605627327
2014-07-01,-0.1740482402169949
2014-08-01,0.44356373289586964
2014-09-01,-0.18762523326347952
2014-10-01,0.25130315239348416
2014-11-01,0.3214654388396499
2014-12-01,-0.04807912835108296
2015-01-01,-0.3973130187569591
2015-02-01,0.708768254424111
2015-03-01,-0.20101807969812355
2015-04-01,0.1018166705356262
2015-05-01,0.13150279390924607
2015-06-01,-0.24324367434923788
2015-07-01,0.2239327324311341
2015-08-01,-0.7754967719174889
2015-09-01,-0.3215847715615559
2015-10-01,0.9131492565880169
2015-11-01,0.0063597455057461064
2015-12-01,-0.2025811779247665
2016-01-01,-0.6905810295255342
2016-02-01,-0.0521250094889073
2016-03-01,0.7320026160127718
2016-04-01,0.03234913741386536
2016-05-01,0.1825004017262875
2016-06-01,0.010429439272483116
2016-07-01,0.4408794519072826
2016-08-01,-0.013366811680383627
2016-09-01,-0.014822564421039162
2016-10-01,-0.2354020445216762
2016-11-01,0.4032425405332113
2016-12-01,0.21644533559134846
2017-01-01,0.22335156422538766
2017-02-01,0.48441032558135105
2017-03-01,-0.004265076905092933
2017-04-01,0.1200333360266349
2017-05-01,0.13183905890759498
2017-06-01,0.05500731646395229
2017-07-01,0.2414666210934704
2017-08-01,0.005985370107959945
2017-09-01,0.24089989583967514
2017-10-01,0.2513764149101901
2017-11-01,0.33234649255961496
2017-12-01,0.1232735436433801
2018-01-01,0.6558887802999414
2018-02-01,-0.5268936376166964
2018-03-01,-0.3270299684032814
2018-04-01,0.03258102974189601
2018-05-01,0.24487746264239282
2018-06-01,0.057968992638845744
2018-07-01,0.42465540885029496
2018-08-01,0.3266611852236673
2018-09-01,0.056833868850319824
2018-10-01,-0.7880954426296884
2018-11-01,0.21242102467340948
2018-12-01,-1.2767808107468688
